Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L01053,Career Switcher,Pro,999,0.83,11.2,1,Y,Recommend Pro,0,Career Switcher investing 11.2 hrs/week - high intent to reskill
L01054,Working Professional,Standard,599,0.67,5.4,6,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.4 hrs/week) - no action needed yet"
L01055,Power Learner,Premium,1499,0.8,13.7,2,N,Offer Loyalty Discount (10%),10,"Engaged (80.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01056,College Student,Standard,599,0.33,5.8,15,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01057,College Student,Basic,299,0.33,3.6,17,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01058,College Student,Basic,299,0.5,3.6,11,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01059,College Student,Standard,599,0.64,7.8,9,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01060,Working Professional,Standard,599,0.5,5.3,13,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.3 hrs/week) - no action needed yet"
L01061,Casual Learner,Standard,599,0.25,3.4,88,N,High Churn Risk - Win-Back Offer,20,Inactive for 88 days and did not renew last cycle
L01062,Casual Learner,Basic,299,0.29,3.3,45,N,Engagement Nudge - Stay on Basic,0,Casual Learner with low 29.0% completion - keep expectations low-commitment
L01063,College Student,Basic,299,0.53,5.7,35,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (53.0% completion, 5.7 hrs/week) - no action needed yet"
L01064,Career Switcher,Premium,1499,0.56,11,2,Y,Recommend Pro,0,Career Switcher investing 11 hrs/week - high intent to reskill
L01065,Career Switcher,Pro,999,0.7,6,2,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 6 hrs/week) - no action needed yet"
L01066,Working Professional,Basic,299,0.67,8.7,0,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01067,Working Professional,Basic,299,0.83,8.5,4,Y,Recommend Premium,10,Working Professional averaging 8.5 hrs/week with 83.0% completion
L01068,College Student,Basic,299,0.38,8.4,9,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01069,College Student,Basic,299,0.55,2,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01070,Career Switcher,Pro,999,0.67,6.6,11,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01071,Career Switcher,Pro,999,0.69,7.9,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01072,College Student,Basic,299,0.6,2.9,33,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01073,Working Professional,Standard,599,0.67,7.2,12,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01074,Working Professional,Standard,599,0.67,4.1,4,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.1 hrs/week) - no action needed yet"
L01075,Power Learner,Premium,1499,0.77,12.9,3,Y,Recommend Annual Plan,0,Power Learner active for 7 months - strong annual-plan candidate
L01076,Casual Learner,Basic,299,0.38,1.5,22,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01077,Power Learner,Premium,1499,1,12.4,1,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01078,Casual Learner,Basic,299,0.25,0.7,50,N,Renewal Reminder,0,No login in 50 days
L01079,College Student,Standard,599,0.62,7.6,6,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01080,College Student,Standard,599,0.43,4.8,14,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (43.0% completion, 4.8 hrs/week) - no action needed yet"
L01081,Career Switcher,Basic,299,0.67,11,0,Y,Recommend Pro,0,Career Switcher investing 11 hrs/week - high intent to reskill
L01082,Working Professional,Pro,999,0.64,9.5,12,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01083,Career Switcher,Pro,999,0.5,10.5,1,Y,Recommend Pro,0,Career Switcher investing 10.5 hrs/week - high intent to reskill
L01084,College Student,Standard,599,0.42,3,12,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (42.0% completion, 3 hrs/week) - no action needed yet"
L01085,College Student,Basic,299,0.57,6.9,8,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01086,Casual Learner,Pro,999,0.5,2,25,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01087,Certification Seeker,Standard,599,0.62,3.4,12,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (62.0% completion, 3.4 hrs/week) - no action needed yet"
L01088,Casual Learner,Basic,299,0.25,2.3,75,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L01089,Career Switcher,Premium,1499,0.6,7,3,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01090,College Student,Basic,299,0.36,6.5,7,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01091,Working Professional,Pro,999,0.8,7.4,14,N,Recommend Premium,10,Working Professional averaging 7.4 hrs/week with 80.0% completion
L01092,Career Switcher,Basic,299,0.64,7.1,11,Y,Recommend Upgrade to Standard,0,On Basic but logging in 16x/month with 64.0% completion
L01093,College Student,Pro,999,0.69,2.8,18,Y,Verify Extended Student Eligibility,0,Age 18 on Pro - confirm still eligible for extended student pricing
L01094,Casual Learner,Basic,299,0.33,2.1,23,N,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L01095,Casual Learner,Basic,299,0.44,2.6,51,N,Renewal Reminder,0,No login in 51 days
L01096,Certification Seeker,Premium,1499,0.79,6.1,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01097,College Student,Standard,599,0.6,6,26,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01098,College Student,Standard,599,0.69,6,16,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (69.0% completion, 6 hrs/week) - no action needed yet"
L01099,College Student,Standard,599,0.57,2,32,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01100,College Student,Basic,299,0.5,7.7,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01101,Career Switcher,Pro,999,0.75,11,6,N,Recommend Pro,10,Career Switcher investing 11 hrs/week - high intent to reskill
L01102,College Student,Pro,999,0.42,5.1,25,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01103,Working Professional,Standard,599,0.8,8.8,20,Y,Recommend Premium (Power Usage),10,Completed 12 courses - power usage on a non-Premium plan
L01104,Certification Seeker,Standard,599,1,6.4,2,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01105,Power Learner,Pro,999,0.75,11.1,0,Y,Recommend Annual Plan,0,Power Learner active for 7 months - strong annual-plan candidate
L01106,College Student,Standard,599,0.38,7.8,20,Y,Do Not Extend Discount Next Cycle,0,Received 30% discount but only 38.0% completion - discount not driving engagement
L01107,Working Professional,Standard,599,0.67,4.3,18,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.3 hrs/week) - no action needed yet"
L01108,College Student,Basic,299,0.5,6.8,25,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01109,College Student,Standard,599,0.67,2.6,37,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01110,Working Professional,Standard,599,0.5,9.2,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01111,Working Professional,Pro,999,1,7.5,12,Y,Recommend Premium,10,Working Professional averaging 7.5 hrs/week with 100.0% completion
L01112,Working Professional,Premium,1499,0.5,6.2,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01113,Working Professional,Premium,1499,0.78,9.2,0,Y,Recommend Premium,10,Working Professional averaging 9.2 hrs/week with 78.0% completion
L01114,College Student,Premium,1499,1,4.3,29,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01115,Career Switcher,Premium,1499,0.7,11.2,10,N,Recommend Pro,0,Career Switcher investing 11.2 hrs/week - high intent to reskill
L01116,Career Switcher,Pro,999,0.6,11.2,2,Y,Recommend Pro,0,Career Switcher investing 11.2 hrs/week - high intent to reskill
L01117,Working Professional,Premium,1499,0.73,6.7,6,Y,Recommend Premium,0,Working Professional averaging 6.7 hrs/week with 73.0% completion
L01118,College Student,Standard,599,0.7,5.4,9,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 5.4 hrs/week) - no action needed yet"
L01119,College Student,Premium,1499,1,7.5,20,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01120,College Student,Basic,299,0.36,4.3,36,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01121,College Student,Standard,599,0.5,3,18,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3 hrs/week) - no action needed yet"
L01122,Certification Seeker,Standard,599,0.83,4.3,5,N,Recommend Pro (Certification Value),10,Certification Seeker with 83.0% completion - values credentialing
L01123,Working Professional,Standard,599,0.69,5.3,10,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (69.0% completion, 5.3 hrs/week) - no action needed yet"
L01124,Certification Seeker,Standard,599,0.89,5.4,12,Y,Recommend Pro (Certification Value),0,Certification Seeker with 89.0% completion - values credentialing
L01125,Working Professional,Standard,599,0.57,7.7,18,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L01126,Career Switcher,Standard,599,0.5,5.6,6,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.6 hrs/week) - no action needed yet"
L01127,Working Professional,Standard,599,0.62,8.9,16,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01128,Career Switcher,Premium,1499,0.6,5.2,5,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01129,Career Switcher,Standard,599,0.6,6.6,11,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01130,Working Professional,Pro,999,0.67,7.2,9,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01131,Certification Seeker,Premium,1499,0.8,6.9,5,N,Offer Loyalty Discount (10%),10,"Engaged (80.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01132,Working Professional,Premium,1499,0.83,9.3,4,N,Recommend Premium,10,Working Professional averaging 9.3 hrs/week with 83.0% completion
L01133,College Student,Basic,299,0.55,4.3,2,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (55.0% completion, 4.3 hrs/week) - no action needed yet"
L01134,Working Professional,Standard,599,0.71,10,4,Y,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L01135,Career Switcher,Standard,599,0.8,5.9,5,N,Offer Loyalty Discount (10%),10,"Engaged (80.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01136,College Student,Basic,299,0.73,2.9,9,Y,Recommend Upgrade to Standard,15,On Basic but logging in 13x/month with 73.0% completion
L01137,College Student,Basic,299,0.44,3.4,29,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01138,College Student,Basic,299,0.33,8.8,40,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01139,College Student,Pro,999,0.36,3.7,25,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L01140,Working Professional,Pro,999,0.67,5.3,0,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01141,Power Learner,Premium,1499,1,10.8,1,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L01142,Casual Learner,Basic,299,0.38,1.4,82,N,High Churn Risk - Win-Back Offer,20,Inactive for 82 days and did not renew last cycle
L01143,Working Professional,Standard,599,1,7.5,19,Y,Recommend Premium,0,Working Professional averaging 7.5 hrs/week with 100.0% completion
L01144,College Student,Basic,299,0.75,8.3,33,Y,Recommend Upgrade to Standard,15,On Basic but logging in 11x/month with 75.0% completion
L01145,Career Switcher,Basic,299,0.71,10.3,4,Y,Recommend Pro,0,Career Switcher investing 10.3 hrs/week - high intent to reskill
L01146,Certification Seeker,Standard,599,0.83,7.3,11,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01147,Career Switcher,Standard,599,0.71,11.8,12,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01148,Working Professional,Basic,299,0.82,7.9,18,Y,Recommend Premium,0,Working Professional averaging 7.9 hrs/week with 82.0% completion
L01149,Casual Learner,Pro,999,0.2,2,30,Y,Do Not Extend Discount Next Cycle,0,Received 22% discount but only 20.0% completion - discount not driving engagement
L01150,Career Switcher,Standard,599,0.64,11.5,13,Y,Recommend Pro,0,Career Switcher investing 11.5 hrs/week - high intent to reskill
L01151,Working Professional,Standard,599,0.73,4.2,10,Y,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L01152,Career Switcher,Pro,999,0.75,7.7,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01153,Casual Learner,Basic,299,0.17,2.9,87,N,High Churn Risk - Win-Back Offer,20,Inactive for 87 days and did not renew last cycle
L01154,Working Professional,Pro,999,1,10,12,Y,Recommend Premium,0,Working Professional averaging 10 hrs/week with 100.0% completion
