Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L01339,19,Student,Mumbai,College Student,Pro,999,9,13,5,0.38,6.8,10,39,N,0,UPI,1,Y
L01340,38,Ex-Banker,Jaipur,Career Switcher,Pro,999,4,9,7,0.78,11.0,10,6,N,0,Wallet,0,Y
L01341,35,Software Engineer,Chennai,Working Professional,Pro,999,11,2,1,0.5,9.8,14,5,N,0,Netbanking,0,Y
L01342,19,Student,Hyderabad,College Student,Pro,999,12,12,8,0.67,6.3,5,34,N,0,Netbanking,1,Y
L01343,27,Unemployed (Upskilling),Jaipur,Career Switcher,Standard,599,12,8,6,0.75,11.6,8,12,N,0,UPI,0,Y
L01344,36,Unemployed (Upskilling),Delhi NCR,Career Switcher,Basic,299,9,2,1,0.5,8.7,18,8,N,0,Wallet,3,N
L01345,22,Student,Chennai,College Student,Pro,999,7,5,3,0.6,6.1,12,15,Y,20,UPI,1,N
L01346,35,Sales Executive,Ahmedabad,Working Professional,Pro,999,10,4,3,0.75,9.2,9,4,N,0,Card,1,Y
L01347,38,Ex-Teacher,Jaipur,Career Switcher,Pro,999,3,11,7,0.64,9.1,17,0,N,0,Wallet,3,Y
L01348,22,Entrepreneur,Ahmedabad,Power Learner,Premium,1499,9,11,9,0.82,10.0,29,3,N,0,Netbanking,1,Y
L01349,22,Student,Pune,College Student,Basic,299,8,6,4,0.67,3.7,11,33,Y,25,UPI,3,Y
L01350,25,Ex-Marketer,Pune,Career Switcher,Standard,599,10,6,5,0.83,6.2,18,12,N,0,UPI,0,Y
L01351,21,Student,Ahmedabad,College Student,Basic,299,9,3,2,0.67,6.2,4,1,Y,27,Netbanking,0,Y
L01352,22,Student,Mumbai,College Student,Basic,299,5,10,4,0.4,6.7,12,35,N,0,Netbanking,0,N
L01353,27,Software Engineer,Delhi NCR,Working Professional,Premium,1499,8,1,1,1.0,8.7,8,1,N,0,Wallet,1,Y
L01354,33,Consultant,Mumbai,Certification Seeker,Premium,1499,6,10,7,0.7,4.9,7,17,Y,9,Netbanking,1,Y
L01355,21,Student,Bengaluru,College Student,Standard,599,3,11,4,0.36,4.9,14,2,N,0,Wallet,3,N
L01356,19,Student,Pune,College Student,Basic,299,5,5,3,0.6,2.9,13,2,N,0,Wallet,3,N
L01357,28,Software Engineer,Ahmedabad,Working Professional,Standard,599,3,14,10,0.71,4.7,13,19,N,0,Netbanking,1,N
L01358,19,Student,Mumbai,College Student,Basic,299,4,1,1,1.0,8.5,14,18,Y,16,Wallet,1,Y
L01359,28,Student,Hyderabad,Casual Learner,Basic,299,6,1,0,0.0,1.1,2,88,Y,12,Card,3,N
L01360,25,Marketing Executive,Mumbai,Working Professional,Basic,299,4,2,2,1.0,6.4,10,2,N,0,Wallet,0,N
L01361,39,Ex-Operations,Delhi NCR,Career Switcher,Pro,999,5,9,6,0.67,8.8,16,7,N,0,Netbanking,2,Y
L01362,34,Ex-Banker,Chennai,Career Switcher,Standard,599,6,10,6,0.6,5.7,9,10,Y,6,Netbanking,0,Y
L01363,36,Ex-Marketer,Bengaluru,Career Switcher,Standard,599,8,11,8,0.73,7.2,15,7,N,0,Card,1,Y
L01364,34,Ex-Teacher,Jaipur,Career Switcher,Standard,599,10,5,3,0.6,7.1,17,14,N,0,Card,0,Y
L01365,32,Software Engineer,Hyderabad,Working Professional,Standard,599,9,4,3,0.75,5.3,9,2,N,0,Card,1,N
L01366,32,HR Executive,Delhi NCR,Working Professional,Pro,999,9,4,3,0.75,4.4,10,15,Y,13,Wallet,0,Y
L01367,19,Student,Jaipur,College Student,Standard,599,7,12,9,0.75,4.3,14,13,Y,26,UPI,0,Y
L01368,33,Manager,Jaipur,Certification Seeker,Standard,599,5,8,7,0.88,7.3,13,2,N,0,Card,1,Y
L01369,20,Student,Hyderabad,College Student,Standard,599,3,11,8,0.73,6.1,13,16,N,0,Netbanking,1,Y
L01370,25,Ex-Teacher,Bengaluru,Career Switcher,Basic,299,10,9,6,0.67,8.9,15,7,N,0,Netbanking,1,Y
L01371,22,Student,Pune,College Student,Pro,999,3,9,6,0.67,6.6,10,17,N,0,Netbanking,3,Y
L01372,32,Data Analyst,Jaipur,Working Professional,Standard,599,12,12,10,0.83,7.4,16,4,Y,11,Card,0,Y
L01373,32,Part-time Worker,Bengaluru,Casual Learner,Standard,599,5,8,3,0.38,2.4,2,77,Y,17,Netbanking,3,N
L01374,43,Student,Hyderabad,Casual Learner,Basic,299,3,3,0,0.0,2.3,4,86,N,0,UPI,2,N
L01375,30,HR Executive,Bengaluru,Working Professional,Pro,999,10,15,9,0.6,5.5,15,17,N,0,UPI,0,N
L01376,30,Ex-Teacher,Jaipur,Career Switcher,Pro,999,1,10,8,0.8,7.6,10,13,N,0,Netbanking,0,Y
L01377,25,Ex-Operations,Mumbai,Career Switcher,Pro,999,11,12,6,0.5,7.2,10,12,Y,11,UPI,0,Y
L01378,26,Manager,Pune,Certification Seeker,Standard,599,6,10,7,0.7,4.7,9,23,Y,10,UPI,0,Y
L01379,26,Data Analyst,Hyderabad,Working Professional,Pro,999,4,7,5,0.71,6.4,13,16,N,0,Card,1,Y
L01380,34,Part-time Worker,Ahmedabad,Casual Learner,Basic,299,4,11,4,0.36,1.7,5,27,Y,16,Wallet,1,Y
L01381,34,Data Scientist,Bengaluru,Power Learner,Premium,1499,7,6,5,0.83,18.2,23,3,N,0,UPI,0,Y
L01382,23,Student,Delhi NCR,College Student,Standard,599,4,3,1,0.33,5.3,6,29,Y,18,Wallet,4,Y
L01383,31,Consultant,Bengaluru,Certification Seeker,Standard,599,5,2,1,0.5,4.3,12,2,N,0,Wallet,2,Y
L01384,22,Student,Ahmedabad,College Student,Standard,599,1,9,4,0.44,8.8,5,2,Y,13,Card,0,Y
L01385,27,Sales Executive,Delhi NCR,Working Professional,Premium,1499,9,5,3,0.6,9.2,12,20,N,0,Card,2,N
L01386,40,Manager,Mumbai,Certification Seeker,Standard,599,7,9,6,0.67,4.3,6,18,N,0,Netbanking,3,N
L01387,33,Software Engineer,Hyderabad,Certification Seeker,Pro,999,6,2,2,1.0,5.7,13,4,N,0,Card,0,Y
L01388,32,HR Executive,Bengaluru,Working Professional,Pro,999,7,4,2,0.5,9.0,12,1,N,0,UPI,3,Y
L01389,34,Data Analyst,Hyderabad,Working Professional,Pro,999,4,5,3,0.6,6.4,15,14,Y,12,UPI,0,N
L01390,32,Sales Executive,Mumbai,Working Professional,Standard,599,3,1,1,1.0,6.4,13,8,N,0,UPI,0,N
L01391,18,Student,Chennai,College Student,Standard,599,3,12,4,0.33,2.1,8,4,N,0,Netbanking,1,N
L01392,20,Student,Bengaluru,College Student,Basic,299,8,15,11,0.73,7.0,8,6,Y,25,Wallet,0,Y
L01393,33,Freelancer,Ahmedabad,Casual Learner,Premium,1499,10,8,2,0.25,1.9,2,42,N,0,Card,2,Y
L01394,23,Student,Delhi NCR,College Student,Basic,299,2,5,2,0.4,5.7,13,3,Y,19,Wallet,1,Y
L01395,22,Student,Jaipur,College Student,Standard,599,3,6,2,0.33,2.4,6,2,N,0,Card,4,N
L01396,26,Software Engineer,Chennai,Working Professional,Standard,599,9,10,7,0.7,7.5,8,10,N,0,UPI,0,Y
L01397,22,Student,Mumbai,College Student,Standard,599,4,1,1,1.0,6.3,5,12,N,0,Card,0,Y
L01398,21,Student,Jaipur,College Student,Pro,999,11,13,5,0.38,4.7,6,11,N,0,Netbanking,3,N
L01399,33,Homemaker,Delhi NCR,Casual Learner,Basic,299,2,4,1,0.25,2.2,1,78,Y,30,Card,2,N
L01400,26,Marketing Executive,Chennai,Working Professional,Standard,599,11,15,9,0.6,6.4,10,10,N,0,UPI,1,N
L01401,22,Analyst,Pune,Certification Seeker,Pro,999,8,1,1,1.0,7.0,13,5,N,0,Card,1,Y
L01402,25,Marketing Executive,Delhi NCR,Working Professional,Pro,999,2,11,6,0.55,7.9,12,17,Y,14,Netbanking,2,Y
L01403,18,Student,Bengaluru,College Student,Basic,299,9,9,6,0.67,6.1,5,10,N,0,Netbanking,3,Y
L01404,38,Ex-Banker,Hyderabad,Career Switcher,Pro,999,1,5,3,0.6,11.4,16,8,Y,12,Wallet,0,N
L01405,18,Student,Pune,College Student,Standard,599,10,7,3,0.43,2.9,10,19,N,0,Card,3,Y
L01406,22,Freelancer,Chennai,Casual Learner,Pro,999,5,1,0,0.0,2.4,5,75,Y,12,Wallet,3,N
L01407,23,Student,Delhi NCR,College Student,Basic,299,3,6,4,0.67,3.4,11,9,N,0,UPI,1,N
L01408,18,Student,Ahmedabad,College Student,Basic,299,5,2,1,0.5,7.2,10,29,N,0,UPI,0,Y
L01409,18,Student,Bengaluru,College Student,Basic,299,12,4,2,0.5,6.4,7,8,N,0,Wallet,0,Y
L01410,35,Ex-Marketer,Bengaluru,Career Switcher,Premium,1499,9,1,1,1.0,8.0,12,12,Y,11,Netbanking,0,Y
L01411,18,Student,Jaipur,College Student,Basic,299,2,10,4,0.4,5.7,5,20,N,0,Netbanking,2,Y
L01412,22,Student,Delhi NCR,College Student,Premium,1499,4,4,2,0.5,6.5,14,0,Y,15,Wallet,3,Y
L01413,33,HR Executive,Pune,Working Professional,Standard,599,12,12,8,0.67,5.6,14,13,Y,6,Card,2,N
L01414,43,Freelancer,Bengaluru,Casual Learner,Standard,599,3,10,3,0.3,3.7,6,48,N,0,Netbanking,1,N
L01415,26,Software Engineer,Chennai,Certification Seeker,Standard,599,2,13,10,0.77,5.5,11,4,N,0,Card,1,Y
L01416,27,Consultant,Jaipur,Power Learner,Basic,299,5,9,9,1.0,10.9,29,0,N,0,Netbanking,0,Y
L01417,20,Freelancer,Chennai,Casual Learner,Basic,299,1,1,0,0.0,1.5,4,34,Y,13,UPI,3,N
L01418,18,Student,Hyderabad,College Student,Standard,599,8,15,6,0.4,2.6,5,11,Y,25,Wallet,0,Y
L01419,23,Student,Chennai,College Student,Basic,299,12,13,10,0.77,5.0,9,14,N,0,Netbanking,1,Y
L01420,20,Student,Delhi NCR,College Student,Premium,1499,7,1,1,1.0,8.9,14,19,Y,12,Card,0,Y
L01421,43,Freelancer,Pune,Casual Learner,Basic,299,3,7,1,0.14,1.4,3,73,Y,13,Netbanking,1,N
L01422,21,Student,Ahmedabad,College Student,Standard,599,1,15,11,0.73,5.6,10,24,N,0,Wallet,0,N
L01423,18,Student,Ahmedabad,College Student,Pro,999,8,8,4,0.5,5.6,8,39,N,0,Card,0,N
L01424,24,Sales Executive,Bengaluru,Working Professional,Pro,999,5,3,3,1.0,7.0,15,9,N,0,Netbanking,0,Y
L01425,30,Sales Executive,Delhi NCR,Working Professional,Premium,1499,3,13,10,0.77,4.5,14,8,N,0,Netbanking,1,Y
L01426,21,Student,Pune,College Student,Standard,599,2,4,2,0.5,7.4,5,39,Y,12,Card,3,Y
L01427,35,Consultant,Pune,Certification Seeker,Standard,599,11,9,8,0.89,5.9,10,16,N,0,UPI,1,Y
L01428,24,Sales Executive,Ahmedabad,Working Professional,Standard,599,1,3,3,1.0,6.1,9,3,Y,13,Netbanking,1,Y
L01429,20,Freelancer,Hyderabad,Casual Learner,Standard,599,2,9,3,0.33,3.0,1,59,Y,26,Card,4,N
L01430,38,Part-time Worker,Ahmedabad,Casual Learner,Basic,299,1,8,1,0.12,1.2,1,45,N,0,UPI,1,Y
L01431,18,Student,Pune,College Student,Pro,999,8,8,5,0.62,7.7,7,6,N,0,Wallet,3,Y
L01432,38,Retired,Delhi NCR,Casual Learner,Standard,599,6,5,2,0.4,2.9,5,26,Y,23,Wallet,2,N
L01433,25,Software Engineer,Hyderabad,Certification Seeker,Premium,1499,6,1,1,1.0,4.1,14,5,N,0,Card,1,Y
L01434,19,Student,Mumbai,College Student,Standard,599,8,9,5,0.56,2.8,10,6,N,0,UPI,3,N
L01435,19,Student,Pune,College Student,Standard,599,2,1,1,1.0,5.7,11,21,Y,18,UPI,0,Y
L01436,24,HR Executive,Chennai,Working Professional,Pro,999,8,11,6,0.55,9.2,16,1,N,0,Netbanking,1,N
L01437,21,Student,Delhi NCR,College Student,Premium,1499,2,13,8,0.62,4.7,4,24,Y,17,Wallet,2,Y
L01438,30,Sales Executive,Chennai,Working Professional,Basic,299,10,15,12,0.8,8.1,11,18,N,0,Card,0,Y
L01439,44,Retired,Pune,Casual Learner,Standard,599,7,6,1,0.17,0.8,4,21,Y,29,Netbanking,2,Y
L01440,23,Student,Hyderabad,College Student,Standard,599,5,1,0,0.0,5.8,8,32,Y,28,Wallet,5,N
L01441,18,Student,Hyderabad,College Student,Basic,299,2,6,3,0.5,4.6,5,24,N,0,Wallet,2,Y
L01442,25,Part-time Worker,Chennai,Casual Learner,Basic,299,9,2,0,0.0,0.8,1,61,N,0,Netbanking,4,N
L01443,22,Retired,Ahmedabad,Casual Learner,Standard,599,2,12,3,0.25,1.6,2,90,N,0,UPI,2,N
L01444,21,Student,Chennai,College Student,Standard,599,3,2,1,0.5,3.6,9,36,Y,15,Wallet,0,N
L01445,32,Freelancer,Hyderabad,Casual Learner,Standard,599,1,14,5,0.36,1.0,3,75,N,0,Netbanking,4,N
L01446,24,Data Analyst,Bengaluru,Working Professional,Standard,599,1,6,4,0.67,6.8,8,16,N,0,Netbanking,3,Y
L01447,32,Ex-Operations,Mumbai,Career Switcher,Standard,599,8,15,11,0.73,7.2,11,0,N,0,UPI,1,Y
L01448,31,Marketing Executive,Ahmedabad,Working Professional,Basic,299,10,7,5,0.71,5.0,12,12,N,0,Wallet,0,Y
L01449,23,Manager,Ahmedabad,Certification Seeker,Standard,599,3,8,5,0.62,3.1,12,21,N,0,Card,2,Y
L01450,37,Ex-Operations,Ahmedabad,Career Switcher,Pro,999,6,14,10,0.71,9.2,11,13,N,0,UPI,1,N
L01451,43,Student,Ahmedabad,Casual Learner,Basic,299,4,13,5,0.38,1.1,6,62,Y,10,UPI,5,N
L01452,29,Ex-Operations,Hyderabad,Career Switcher,Pro,999,12,5,3,0.6,5.6,13,14,N,0,Netbanking,1,Y
L01453,31,Retired,Mumbai,Casual Learner,Standard,599,9,6,2,0.33,2.6,4,83,Y,19,UPI,5,N
L01454,22,Student,Delhi NCR,College Student,Standard,599,8,4,2,0.5,3.5,10,8,Y,24,Card,1,Y
L01455,18,Student,Chennai,College Student,Standard,599,8,3,1,0.33,5.0,5,31,Y,16,Netbanking,1,Y
L01456,34,Consultant,Mumbai,Certification Seeker,Standard,599,2,13,10,0.77,7.2,6,6,Y,5,Card,1,N
L01457,45,Software Engineer,Bengaluru,Power Learner,Premium,1499,5,2,2,1.0,11.8,26,2,Y,10,UPI,1,Y
L01458,22,Consultant,Bengaluru,Certification Seeker,Standard,599,4,1,1,1.0,5.2,6,10,N,0,Card,0,Y
L01459,27,Analyst,Pune,Certification Seeker,Standard,599,4,13,10,0.77,7.3,13,5,N,0,Card,0,Y
L01460,21,Entrepreneur,Chennai,Power Learner,Pro,999,3,10,8,0.8,18.8,29,2,N,0,Card,0,Y
L01461,21,Student,Bengaluru,College Student,Basic,299,10,1,0,0.0,2.8,10,14,Y,25,Wallet,1,Y
L01462,30,Sales Executive,Ahmedabad,Working Professional,Pro,999,3,6,4,0.67,6.7,10,17,N,0,Wallet,2,Y
L01463,36,Ex-Teacher,Jaipur,Career Switcher,Pro,999,9,7,5,0.71,11.0,14,9,N,0,Netbanking,1,N
L01464,18,Student,Bengaluru,College Student,Standard,599,3,15,10,0.67,6.2,6,11,Y,27,Netbanking,1,Y
L01465,22,Student,Hyderabad,College Student,Basic,299,3,1,0,0.0,4.4,7,15,N,0,Card,3,Y
L01466,20,Student,Chennai,College Student,Pro,999,1,13,6,0.46,2.8,7,21,N,0,UPI,1,N
L01467,34,Ex-Banker,Hyderabad,Career Switcher,Pro,999,4,7,5,0.71,6.3,10,9,N,0,Wallet,0,Y
L01468,36,Unemployed (Upskilling),Hyderabad,Career Switcher,Standard,599,5,1,1,1.0,10.3,9,5,N,0,Netbanking,1,Y
L01469,26,Software Engineer,Bengaluru,Certification Seeker,Standard,599,8,10,7,0.7,5.0,7,15,N,0,Card,0,N
L01470,33,Data Analyst,Bengaluru,Working Professional,Pro,999,8,7,4,0.57,6.1,9,18,N,0,Card,0,Y
L01471,21,Student,Ahmedabad,College Student,Pro,999,5,7,4,0.57,5.3,6,32,Y,12,Card,0,N
L01472,31,Marketing Executive,Mumbai,Working Professional,Basic,299,10,3,2,0.67,5.0,16,8,N,0,Card,1,Y
L01473,23,Student,Chennai,College Student,Basic,299,6,11,4,0.36,2.7,7,8,Y,15,UPI,5,N
L01474,33,Sales Executive,Delhi NCR,Working Professional,Standard,599,10,3,2,0.67,9.8,13,8,N,0,Card,2,Y
L01475,28,Unemployed (Upskilling),Delhi NCR,Career Switcher,Pro,999,1,7,5,0.71,7.1,16,15,N,0,Wallet,0,N
L01476,27,Manager,Chennai,Certification Seeker,Basic,299,10,9,7,0.78,7.7,8,10,N,0,Wallet,1,Y
L01477,34,HR Executive,Chennai,Working Professional,Pro,999,9,6,5,0.83,5.2,16,5,N,0,Wallet,0,Y
L01478,23,Student,Ahmedabad,College Student,Standard,599,11,4,2,0.5,6.1,6,23,N,0,Netbanking,2,Y
L01479,30,Unemployed (Upskilling),Delhi NCR,Career Switcher,Standard,599,6,13,8,0.62,5.1,9,5,N,0,Wallet,1,N
L01480,34,Data Scientist,Ahmedabad,Power Learner,Pro,999,5,3,2,0.67,18.8,30,0,N,0,Card,2,Y
L01481,30,Unemployed (Upskilling),Mumbai,Career Switcher,Pro,999,10,12,7,0.58,9.9,14,12,N,0,Card,3,Y
L01482,20,Student,Chennai,College Student,Basic,299,3,4,1,0.25,2.5,8,2,N,0,UPI,1,N
L01483,19,Student,Delhi NCR,College Student,Basic,299,8,1,1,1.0,2.7,13,14,N,0,Wallet,0,N
L01484,21,Student,Chennai,College Student,Basic,299,7,1,1,1.0,2.8,14,26,Y,19,Card,1,Y
L01485,40,Student,Mumbai,Casual Learner,Basic,299,6,2,0,0.0,1.3,2,45,Y,19,Card,2,N
L01486,19,Student,Bengaluru,College Student,Basic,299,10,4,2,0.5,3.8,5,27,N,0,Wallet,2,Y
L01487,21,Freelancer,Jaipur,Casual Learner,Basic,299,8,7,2,0.29,2.8,4,86,N,0,UPI,4,N
L01488,20,Student,Delhi NCR,College Student,Standard,599,1,14,8,0.57,7.7,10,4,Y,20,Wallet,0,N
L01489,37,Consultant,Delhi NCR,Certification Seeker,Standard,599,3,8,6,0.75,3.2,8,9,N,0,Netbanking,0,N
L01490,20,Student,Ahmedabad,College Student,Standard,599,4,10,5,0.5,5.5,10,36,N,0,UPI,1,Y
L01491,32,Data Analyst,Hyderabad,Working Professional,Standard,599,3,3,2,0.67,6.5,8,8,Y,9,Netbanking,0,Y
L01492,20,Consultant,Hyderabad,Power Learner,Premium,1499,6,5,5,1.0,16.3,25,3,Y,9,Netbanking,0,Y
L01493,25,Ex-Teacher,Hyderabad,Career Switcher,Pro,999,2,14,8,0.57,6.8,14,1,N,0,Wallet,0,Y
L01494,32,Data Analyst,Pune,Working Professional,Standard,599,1,8,6,0.75,6.4,14,2,N,0,Netbanking,1,Y
L01495,31,Marketing Executive,Ahmedabad,Working Professional,Pro,999,7,15,11,0.73,7.3,9,11,N,0,Netbanking,0,N
L01496,21,Student,Bengaluru,College Student,Basic,299,9,14,9,0.64,4.2,4,29,N,0,UPI,2,N
L01497,30,Software Engineer,Chennai,Working Professional,Premium,1499,4,10,8,0.8,8.2,15,8,N,0,Card,0,Y
L01498,31,Ex-Teacher,Ahmedabad,Career Switcher,Pro,999,2,7,5,0.71,8.8,10,5,N,0,Wallet,1,N
L01499,39,Unemployed (Upskilling),Ahmedabad,Career Switcher,Standard,599,9,13,8,0.62,10.3,18,1,N,0,Wallet,1,Y
L01500,40,Part-time Worker,Jaipur,Casual Learner,Premium,1499,1,14,6,0.43,3.1,3,61,N,0,Netbanking,1,N
L01501,21,Student,Pune,College Student,Standard,599,9,11,8,0.73,5.0,5,34,N,0,UPI,1,Y
L01502,18,Student,Ahmedabad,College Student,Standard,599,10,13,7,0.54,8.5,14,0,N,0,Card,0,Y
L01503,30,Ex-Operations,Bengaluru,Career Switcher,Pro,999,7,8,5,0.62,9.9,11,7,N,0,UPI,3,N
L01504,28,Marketing Executive,Ahmedabad,Working Professional,Pro,999,3,2,2,1.0,4.2,16,7,N,0,Card,1,Y
L01505,39,Software Engineer,Bengaluru,Power Learner,Pro,999,10,7,5,0.71,16.1,26,3,N,0,UPI,1,Y
L01506,24,Data Analyst,Pune,Working Professional,Premium,1499,9,9,6,0.67,5.0,12,7,N,0,Netbanking,1,N
L01507,43,Homemaker,Jaipur,Casual Learner,Standard,599,2,7,2,0.29,1.9,5,20,N,0,Netbanking,2,N
L01508,34,HR Executive,Mumbai,Working Professional,Standard,599,11,6,4,0.67,9.1,10,20,Y,14,UPI,0,Y
L01509,26,Manager,Pune,Certification Seeker,Basic,299,1,9,7,0.78,4.0,14,20,N,0,UPI,1,Y
L01510,19,Student,Delhi NCR,College Student,Standard,599,5,1,1,1.0,7.8,12,20,N,0,UPI,1,Y
L01511,33,Data Analyst,Delhi NCR,Working Professional,Pro,999,8,1,1,1.0,7.8,9,2,N,0,UPI,1,Y
L01512,21,Student,Ahmedabad,College Student,Basic,299,9,2,1,0.5,2.2,6,1,Y,23,Card,3,Y
L01513,30,Analyst,Pune,Certification Seeker,Standard,599,10,9,6,0.67,4.9,8,20,N,0,Wallet,0,Y
L01514,23,Student,Delhi NCR,College Student,Basic,299,11,10,6,0.6,8.1,7,26,Y,29,Card,3,Y
L01515,22,Student,Jaipur,College Student,Basic,299,12,8,5,0.62,2.4,13,24,Y,28,Netbanking,1,Y
L01516,23,Student,Mumbai,College Student,Basic,299,4,2,1,0.5,6.9,10,16,N,0,Wallet,2,N
L01517,18,Student,Ahmedabad,College Student,Standard,599,5,6,2,0.33,7.9,12,34,N,0,Wallet,4,Y
L01518,35,Sales Executive,Ahmedabad,Working Professional,Standard,599,4,7,4,0.57,9.8,11,13,N,0,Wallet,2,Y
L01519,22,Student,Jaipur,College Student,Pro,999,11,3,2,0.67,8.3,6,3,N,0,Wallet,1,Y
L01520,33,Marketing Executive,Mumbai,Working Professional,Standard,599,7,3,2,0.67,4.4,15,18,Y,8,Card,1,Y
L01521,41,Retired,Ahmedabad,Casual Learner,Basic,299,8,13,3,0.23,3.0,4,43,Y,16,Card,3,N
L01522,20,Student,Bengaluru,College Student,Basic,299,10,3,1,0.33,5.7,7,38,Y,11,UPI,3,Y
L01523,39,Ex-Operations,Delhi NCR,Career Switcher,Pro,999,12,11,8,0.73,10.2,9,9,N,0,UPI,1,Y
L01524,31,Ex-Marketer,Bengaluru,Career Switcher,Basic,299,9,11,6,0.55,10.7,15,10,N,0,Wallet,1,Y
L01525,38,Ex-Marketer,Ahmedabad,Career Switcher,Standard,599,12,6,5,0.83,10.5,10,9,N,0,Card,0,Y
L01526,19,Student,Jaipur,College Student,Premium,1499,7,9,7,0.78,6.3,5,39,N,0,Wallet,0,N
L01527,26,Ex-Marketer,Ahmedabad,Career Switcher,Pro,999,1,15,9,0.6,5.6,18,11,Y,11,Wallet,0,N
L01528,29,Sales Executive,Delhi NCR,Working Professional,Pro,999,11,13,8,0.62,9.5,12,0,N,0,Wallet,2,Y
L01529,19,Student,Hyderabad,College Student,Standard,599,10,8,3,0.38,4.2,10,6,Y,14,Card,1,Y
L01530,21,Data Scientist,Ahmedabad,Power Learner,Standard,599,10,6,5,0.83,17.6,22,0,N,0,UPI,0,Y
L01531,21,Student,Hyderabad,College Student,Basic,299,3,5,3,0.6,7.7,8,17,Y,10,Netbanking,3,Y
L01532,32,Sales Executive,Delhi NCR,Working Professional,Pro,999,6,2,1,0.5,9.9,8,15,N,0,UPI,3,Y
L01533,42,Consultant,Bengaluru,Power Learner,Premium,1499,4,6,5,0.83,19.6,22,2,N,0,Netbanking,0,Y
L01534,20,Student,Chennai,College Student,Basic,299,12,8,6,0.75,2.6,5,20,Y,24,Wallet,1,Y
L01535,37,Ex-Teacher,Jaipur,Career Switcher,Pro,999,1,13,10,0.77,5.4,8,7,Y,8,Netbanking,0,Y
L01536,44,Data Scientist,Delhi NCR,Power Learner,Pro,999,9,3,3,1.0,10.2,23,3,N,0,UPI,0,Y
L01537,39,Manager,Pune,Certification Seeker,Pro,999,12,3,2,0.67,6.7,13,17,N,0,Card,2,Y
L01538,31,Manager,Hyderabad,Certification Seeker,Pro,999,12,15,10,0.67,4.2,12,4,Y,15,Netbanking,2,Y
L01539,32,Software Engineer,Ahmedabad,Working Professional,Pro,999,9,1,1,1.0,8.3,16,15,N,0,UPI,0,Y
L01540,34,Ex-Banker,Bengaluru,Career Switcher,Basic,299,11,2,1,0.5,11.0,10,12,N,0,Netbanking,2,Y
L01541,30,Marketing Executive,Delhi NCR,Working Professional,Pro,999,2,8,5,0.62,7.6,14,1,N,0,Card,1,Y
L01542,21,Student,Jaipur,College Student,Standard,599,5,12,7,0.58,4.5,8,18,N,0,UPI,1,N
L01543,24,Manager,Bengaluru,Certification Seeker,Standard,599,12,5,3,0.6,3.4,11,23,N,0,Wallet,3,N
L01544,21,Student,Hyderabad,College Student,Basic,299,10,1,0,0.0,4.6,4,23,Y,18,Netbanking,1,Y
L01545,32,Sales Executive,Mumbai,Working Professional,Standard,599,7,1,1,1.0,7.1,8,10,N,0,UPI,1,Y
L01546,24,Data Analyst,Mumbai,Working Professional,Standard,599,9,5,4,0.8,9.3,9,20,N,0,UPI,0,N
L01547,28,Ex-Banker,Mumbai,Career Switcher,Pro,999,4,10,5,0.5,9.5,10,11,N,0,Card,1,N
L01548,29,HR Executive,Jaipur,Working Professional,Pro,999,6,3,2,0.67,5.4,9,18,N,0,UPI,0,Y
L01549,26,Ex-Banker,Jaipur,Career Switcher,Standard,599,8,5,3,0.6,11.5,18,10,N,0,Card,0,Y
L01550,37,Student,Pune,Casual Learner,Pro,999,4,2,1,0.5,2.3,1,22,N,0,Wallet,2,N
L01551,34,Ex-Marketer,Chennai,Career Switcher,Pro,999,7,8,4,0.5,6.1,10,11,N,0,UPI,2,N
L01552,27,Sales Executive,Bengaluru,Working Professional,Pro,999,3,5,3,0.6,5.9,14,0,N,0,Card,3,N
L01553,26,Marketing Executive,Chennai,Working Professional,Pro,999,2,4,2,0.5,6.2,13,0,N,0,UPI,3,Y
L01554,20,Retired,Jaipur,Casual Learner,Standard,599,6,1,0,0.0,2.0,3,87,Y,14,Netbanking,1,N
L01555,34,Ex-Operations,Pune,Career Switcher,Basic,299,7,13,7,0.54,11.8,13,6,N,0,Wallet,0,Y
L01556,33,Software Engineer,Ahmedabad,Working Professional,Standard,599,12,6,4,0.67,9.6,14,18,N,0,UPI,1,Y
L01557,33,Sales Executive,Pune,Working Professional,Pro,999,9,8,5,0.62,6.8,16,0,Y,7,Card,3,N
L01558,20,Part-time Worker,Pune,Casual Learner,Basic,299,1,10,2,0.2,3.3,1,43,Y,20,Card,2,N
L01559,23,Student,Hyderabad,College Student,Standard,599,3,3,1,0.33,3.5,10,18,N,0,Card,3,Y
L01560,21,Student,Ahmedabad,College Student,Standard,599,10,15,8,0.53,6.6,8,10,Y,29,Card,1,Y
L01561,26,Software Engineer,Delhi NCR,Certification Seeker,Standard,599,3,1,1,1.0,3.1,7,8,Y,11,Card,0,Y
L01562,27,Data Analyst,Jaipur,Working Professional,Pro,999,10,11,6,0.55,7.5,10,19,N,0,Netbanking,0,Y
L01563,20,Student,Ahmedabad,College Student,Basic,299,8,4,2,0.5,4.3,13,38,N,0,Card,0,Y
